X,Y,OBJECTID,Comunidad_,Provincia,Isla,Código_IN,Término_M,Web_munici,Identifica,Nombre,Nombre_alt,Nombre_a_1,Descripci,Longitud,Anchura,Variación,Grado_ocup,Grado_urba,Paseo_mar,Tipo_paseo,Tipo_de_ar,Condicione,Zona_fonde,Nudismo,Vegetació,Vegetaci_1,Actuacione,Actuacio_1,Bandera_az,Auxilio_y_,Auxilio_y1,Señalizac,Señaliza_,Forma_de_a,Señaliza1,Acceso_dis,Carretera_,Autobús,Autobús_t,Aparcamien,Aparcami_1,Aparcami_2,Aseos,Lavapies,Duchas,Teléfonos,Papelera,Servicio_l,Alquiler_s,Alquiler_h,Alquiler_n,Oficina_tu,Establecim,Establec_1,Zona_infan,Zona_depor,Club_naút,Submarinis,Zona_Surf,Observacio,Coordenada,Coordena_1,Huso,Coordena_2,Coordena_3,Puerto_dep,Web_puerto,Distancia_,Hospital,Dirección,Teléfono_,Distancia1,Composici,Fachada_Li,Espacio_pr,Espacio__1,Coordena_4,Coordena_5,URL_MAGRAM
-1758302.489,3229999.809,2893,Canarias,Las Palmas,Gran Canaria,35012,Mogán,http://www.mogan.es,2928,Ambar, , ,"La playa Ambar situada en La Aldea de San Nicolás es una playa compuesta de arena, grava y bolos de 220 metros de longitud.",220 metros,17 metros, ,Bajo,Aislada,No, ,Oscura,Aguas tranquilas,No,Sí,No, , , ,No, , , , ,A pie fácil, , ,GC-200,Sí,"Urbano, Línea 9",No, , ,No, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,421714,3080774,28,"15º 47' 42,578'' W","27º 50' 58,112'' N",Puerto de Mogán,http://www.puertodemogan.es, ,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"87,5 km.",Arena / Bolos / Grava,Montaña,No, ,-15.7951,27.8494,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2928
-1759159.6491,3232064.7514,2894,Canarias,Las Palmas,Gran Canaria,35020,La Aldea de San Nicolás,http://www.laaldeadesannicolas.es,2929,Tasarte, , ,"La playa Tasarte situada en La Aldea de San Nicolás es una playa compuesta de arena, grava y bolos de 710 metros de longitud.",710 metros,23 metros, ,Alto,Aislada,No, ,Oscura,Aguas tranquilas,No,No,No, , , ,No, , , , ,A pie fácil / Coche, , ,GC-200,Sí,"Urbano, Línea 9",No, , ,No, ,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Camping. Emergencias (112).,420968,3082595,28,"15º 48' 10,104'' W","27º 51' 56,935'' N",Puerto de Mogán,http://www.puertodemogan.es,35 km.,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"87,5 km.",Arena / Bolos / Grava,Semiurbana,No, ,-15.8028,27.8658,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2929
-1759426.8159,3232631.4061,2895,Canarias,Las Palmas,Gran Canaria,35020,La Aldea de San Nicolás,http://www.laaldeadesannicolas.es,2930,Aneas, , ,La playa Aneas situada en La Aldea de San Nicolás es una playa de arena de 60 metros de longitud.,60 metros,15 metros, ,Bajo,Aislada,No, , ,Aguas tranquilas,No,Sí,No, , , ,No, , , , ,A pie difícil / Barco, ,No,GC-200,Sí,"Urbano, Línea 9",No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,420735,3083095,28,"15º 48' 19,036'' W","27º 52' 13,132'' N",Puerto de Mogán,http://www.puertodemogan.es, ,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"85,2 km.",Bolos / Grava,Acantilado,No, ,-15.8052,27.8703,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2930
-1760517.7469,3234847.8815,2896,Canarias,Las Palmas,Gran Canaria,35020,La Aldea de San Nicolás,http://www.laaldeadesannicolas.es,2931,Tasartico, , ,La playa Tasartico situada en La Aldea de San Nicolás es una playa de arena de 465 metros de longitud.,465 metros,20 metros, ,Alto,Aislada,No, , ,Oleaje moderado,No,Sí,No, , , ,No,No, ,No, ,Coche, , ,GC-200,Sí,"Urbano, Línea 9",No, , ,No, ,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,419783,3085051,28,"15º 48' 54,287'' W","27º 53' 16,456'' N",Puerto de Mogán,http://www.puertodemogan.es,35 km.,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"85,2 km.",Bolos / Grava,Montaña,No, ,-15.815,27.8879,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2931
-1762009.4281,3237178.088,2897,Canarias,Las Palmas,Gran Canaria,35020,La Aldea de San Nicolás,http://www.laaldeadesannicolas.es,2932,Descojonado, , ,La playa Descojonado situada en La Aldea de San Nicolás es una playa de bolos de 50 metros de longitud.,50 metros,8 metros, ,Bajo,Aislada,No, , ,Oleaje moderado,No,Sí,No, , , ,No, , , , ,A pie fácil, ,No,GC-200,Sí,"Urbano, Línea 9",No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,418478,3087110,28,"15º 49' 42,414'' W","27º 54' 23,080'' N",Puerto de Mogán,http://www.puertodemogan.es, ,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,94 km.,Bolos,Montaña,No, ,-15.8284,27.9064,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2932
-1762120.7476,3240277.2501,2898,Canarias,Las Palmas,Gran Canaria,35020,La Aldea de San Nicolás,http://www.laaldeadesannicolas.es,2933,Lioguicha, , ,La playa Lioguicha situada en La Aldea de San Nicolás es una playa de arena de 240 metros de longitud.,240 metros,15 metros, ,Bajo,Aislada,No, ,Oscura,Oleaje moderado,No,Sí,No, , , ,No, , , , ,A pie fácil, , ,GC-200,Sí,"Urbano, Línea 9",No, , ,No, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,418398,3089836,28,"15º 49' 46,199'' W","27º 55' 51,644'' N",Puerto de Mogán,http://www.puertodemogan.es, ,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"96,5 km.",Arena,Montaña,No, ,-15.8294,27.931,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2933
-1761953.7683,3241801.8935,2899,Canarias,Las Palmas,Gran Canaria,35020,La Aldea de San Nicolás,http://www.laaldeadesannicolas.es,2934,Güi- Güi Chico, , ,La playa Güi- Güi Chico situada en La Aldea de San Nicolás es una playa de arena de 350 metros de longitud.,350 metros,25 metros, ,Medio,Aislada,No, ,Oscura,Oleaje moderado,No,Sí,No, , , ,No,No, ,No, ,A pie difícil / Barco, ,No,GC-200,Sí,"Urbano, Líneas 8, 9",No, , ,No, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,418554,3091175,28,"15º 49' 40,604'' W","27º 56' 35,255'' N",Puerto de Mogán,http://www.puertodemogan.es, ,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"96,5 km.",Arena,Acantilado,No, ,-15.8279,27.9431,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2934
-1762232.0671,3243427.5279,2900,Canarias,Las Palmas,Gran Canaria,35020,La Aldea de San Nicolás,http://www.laaldeadesannicolas.es,2935,Güi- Güi Grande, , ,La playa Güi- Güi Grande situada en La Aldea de San Nicolás es una playa de arena de 360 metros de longitud.,360 metros,25 metros, ,Medio,Aislada,No, ,Oscura,Oleaje moderado,No,Sí,No, , , ,No,No, ,No, ,A pie difícil / Barco, ,No,GC-200,Sí,"Urbano, Líneas 8, 9",No, , ,No, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,418318,3092606,28,"15º 49' 49,451'' W","27º 57' 21,932'' N",Puerto de Mogán,http://www.puertodemogan.es, ,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"96,5 km.",Arena,Acantilado,No, ,-15.8304,27.956,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2935
-1760885.1012,3249276.378,2901,Canarias,Las Palmas,Gran Canaria,35020,La Aldea de San Nicolás,http://www.laaldeadesannicolas.es,2936,La Aldea, , ,La playa La Aldea situada en La Aldea de San Nicolás es una playa de bolos de 720 metros de longitud.,720 metros,25 metros, ,Alto,Aislada,Sí, , ,Ventosa / Oleaje moderado,No,No,No, , , ,No, , , , ,A pie fácil, , ,GC-200,Sí,"Urbano, Líneas 8, 9",Sí, , ,Sí, ,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,419543,3097738,28,"15º 49' 06,135'' W","28º 00' 08,899'' N",Puerto de las Nieves,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Agaete.html,37 km.,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"63,5 km.",Bolos,Montaña,No, ,-15.8183,28.0024,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2936
-1760796.0456,3249755.4902,2902,Canarias,Las Palmas,Gran Canaria,35020,La Aldea de San Nicolás,http://www.laaldeadesannicolas.es,2937,Puerto La Aldea, , ,La playa Puerto La Aldea situada en La Aldea de San Nicolás es una playa de bolos de 30 metros de longitud.,30 metros,5 metros, ,Alto,Semiurbana,No, , ,Ventosa / Oleaje moderado,Sí,No,No, , , ,No, , , , ,A pie fácil, , ,GC-200,Sí,"Urbano, Líneas 8, 9",No, , ,No, ,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,419624,3098158,28,"15º 49' 03,308'' W","28º 00' 22,401'' N",Puerto de las Nieves,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Agaete.html,"36,5 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"72,5 km.",Bolos,Semiurbana,No, ,-15.8175,28.0062,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2937
-1716813.7148,3227620.4761,2903,Canarias,Las Palmas,Gran Canaria,35022,Santa Lucía de Tirajana,http://www.santaluciagc.com,2938,Pozo Izquierdo,El Arenal, ,"La playa Pozo Izquierdo situada en Santa Lucía de Tirajana es una playa compuesta de arena, grava y bolos de 1280 metros de longitud.",1.280 metros,20 metros, ,Bajo,Semiurbana,Sí,Parcial,Oscura,Ventosa / Oleaje moderado,No,No,No, , , ,No,No, ,Sí, ,A pie fácil / Coche,Sí,No,GC-194,Sí,"Urbano, Líneas 8, 9",No, , ,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,Sí,Se practica el windsurf. Emergencias (112).,458404,3078498,28,"15º 25' 20,916'' W","27º 49' 49,903'' N",Puerto Deportivo Pasito Blanco,http://www.pasitoblanco.com,"21,1 km.",Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,33 km.,Arena / Bolos / Grava,Semiurbana,No, ,-15.4224,27.8305,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2938
-1739901.3772,3270070.2854,2904,Canarias,Las Palmas,Gran Canaria,35023,Santa María de Guía de Gran Canaria,http://www.santamariadeguia.es,2939,Roque Prieto, , ,La playa Roque Prieto situada en Santa María de Guía de Gran Canaria es una playa de roca de 40 metros de longitud.,40 metros,10 metros, ,Alto,Aislada,No, , ,Oleaje fuerte,No,No,No, ,No, ,No,No, ,No, ,A pie fácil / Coche,Sí,No,GC-294,Sí,"Interurbano, Línea GALDAR",Sí, , ,No, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,438172,3115885,28,"15º 37' 47,413'' W","28º 10' 01,965'' N",Puerto de las Nieves,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Agaete.html,"13,8 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"22,2 km.",Roca,Urbana,No, ,-15.6298,28.1672,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2939
-1738287.2446,3267936.4302,2905,Canarias,Las Palmas,Gran Canaria,35023,Santa María de Guía de Gran Canaria,http://www.santamariadeguia.es,2940,Punta del Angosto, , ,La playa Punta del Angosto situada en Santa María de Guía de Gran Canaria es una playa de bolos de 175 metros de longitud.,175 metros,20 metros, ,Bajo,Aislada,No, , ,Oleaje fuerte,No,Sí,No, ,No, ,No,No, ,No, ,A pie difícil,No,No,GC-2,Sí,"Urbano, Línea 18",Sí, , ,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,439586,3114005,28,"15º 36' 55,399'' W","28º 09' 01,433'' N",Puerto de las Nieves,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Agaete.html,"13,4 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"21,2 km.",Bolos,Montaña,No, ,-15.6153,28.1503,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2940
-1736450.473,3267191.5542,2906,Canarias,Las Palmas,Gran Canaria,35023,Santa María de Guía de Gran Canaria,http://www.santamariadeguia.es,2941,San Felipe, , ,La playa San Felipe situada en Santa María de Guía de Gran Canaria es una playa compuesta de arena y bolos de 450 metros de longitud.,450 metros,25 metros, ,Alto,Aislada,No, ,Oscura,Oleaje fuerte,No,No,No, ,No, ,No,No, ,No, ,A pie fácil / Coche,Sí,No,GC-2,Sí,"Urbano, Línea 18",No, , ,No, ,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,441203,3113343,28,"15º 35' 56,030'' W","28º 08' 39,923'' N",Puerto de las Nieves,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Agaete.html,"19,6 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,21 km.,Arena / Bolos,Montaña,No, ,-15.5988,28.1444,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2941
-1733990.3122,3267191.5542,2907,Canarias,Las Palmas,Gran Canaria,35013,Moya,http://www.villademoya.es,2942,Pagador, , ,La playa Pagador situada en Moya es una playa de bolos de 310 metros de longitud.,310 metros,36 metros, ,Alto,Aislada,No, , ,Oleaje fuerte,No,No,No, ,No, ,No,No, ,No, ,A pie fácil / Coche,Sí,No,GC-2,Sí,"Urbano, Línea 18",No, , ,Sí, ,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,443373,3113333,28,"15º 34' 36,145'' W","28º 08' 40,103'' N",Puerto de las Nieves,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Agaete.html,"18,3 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"21,2 km.",Bolos,Urbana,No, ,-15.5767,28.1444,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2942
-1733723.1455,3267141.0556,2908,Canarias,Las Palmas,Gran Canaria,35013,Moya,http://www.villademoya.es,2943,El Roque, , ,La playa El Roque situada en Moya es una playa de bolos de 410 metros de longitud.,410 metros,7 metros, ,Medio,Semiurbana,No, , ,Oleaje fuerte,No,No,No, ,No, ,No,No, ,No, ,A pie Fácil,Sí,No,GC-2,Sí,"Urbano, Línea 18",No, , ,No, ,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,443608,3113287,28,"15º 34' 27,595'' W","28º 08' 38,709'' N",Alcaravaneras, ,17 km.,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"21,5 km.",Bolos,Urbana,No, ,-15.5743,28.144,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2943
-1540773.0721,3340132.5108,2909,Canarias,Las Palmas,Fuerteventura,35014,La Oliva,http://www.laoliva.es,2976,El Pozo, , ,La playa El Pozo situada en La Oliva es una playa de arena de 450 metros de longitud.,450 metros,60 metros, ,Bajo,Aislada,No, ,Dorada,Ventosa / Oleaje moderado,No,Sí,No, , , ,No,Sí, ,Sí, ,A pie fácil,No,No,FV-1,Sí,"Urbano, Línea 6 y 7",No, , ,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Playa de fácil acceso en coche o a pie desde el Cotillo. Emergencias (112).,613193,3177581,28,"13º 50' 27,819'' W","28º 43' 14,184'' N",Puerto de Corralejo,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Corralejo.html,"6,5 km.",Hospital General de Fuerteventura,"Ctra. del Aeropuerto, Km 1 (Puerto del Rosario)",928862000,29 km.,Arena,Dunas,Sí,Parque Natural,-13.841,28.7206,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2976
-1540472.5094,3339383.6096,2910,Canarias,Las Palmas,Fuerteventura,35014,La Oliva,http://www.laoliva.es,2977,El Viejo, , ,La playa El Viejo situada en La Oliva es una playa de arena de 1000 metros de longitud.,1.000 metros,50 metros, ,Bajo,Aislada,No, ,Dorada,Ventosa / Oleaje moderado,No,Sí,No, , , ,No,Sí, ,Sí, ,A pie fácil,No,No,FV-1,Sí,"Urbano, Línea 6 y 7",Sí, , ,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Playa de fácil acceso en coche o a pie desde el Cotillo. Emergencias (112).,613463,3176930,28,"13º 50' 18,062'' W","28º 42' 53,241'' N",Puerto de Corralejo,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Corralejo.html,"7,3 km.",Hospital General de Fuerteventura,"Ctra. del Aeropuerto, Km 1 (Puerto del Rosario)",928862000,28 km.,Arena,Dunas,Sí,Parque Natural,-13.8383,28.7147,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2977
-1506954.2108,3403804.5658,2911,Canarias,Las Palmas,La Graciosa,35024,Teguise,http://www.teguise.es,3060,La Cocina, , ,"La playa La Cocina, situada en Teguise, es una playa de arena de 100 metros de longitud. Situada en la isla de La Graciosa.",100 metros,10 metros, ,Bajo,Aislada,No, ,Blanca,Aguas tranquilas,No,Sí,No, ,No, ,No,No, ,No, ,A pie difícil,No,No, ,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Es una playa del Islote de La Graciosa. La distancia al puerto más cercano se calcula según distancia desde el Puerto de Órzola a Puerto Calero por carretera, más la distancia del Puerto de Órzola al Puerto de Caleta del Sebo en barco, más la dista",642181,3233357,28,"13º 32' 13,943'' W","29º 13' 15,630'' N",Puerto Calero,http://www.caleromarinas.com/marinas/puerto-calero/,"62,53 km.",Hospital Doctor José Molina Orosa,"Crta. Arrecife - Tinajo km. 1,3 (Arrecife)",928595000,36 km.,Arena,Montaña,Sí,Espacios Naturales Protegidos / ZEC / ZEPA,-13.5372,29.221,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=3060
-1504527.4459,3410872.818,2912,Canarias,Las Palmas,La Graciosa,35024,Teguise,http://www.teguise.es,3061,Las Conchas, , ,"La playa Las Conchas, situada en Teguise, es una playa de arena de 610 metros de longitud. Situada en la isla de La Graciosa.",610 metros,80 metros, ,Medio,Aislada,No, ,Blanca,Oleaje fuerte / Ventosa,No,Sí,No, ,No, ,No,No, ,No, ,A pie fácil,No,No, ,No, ,No, , ,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,"Es una playa del Islote de La Graciosa. La distancia al puerto más cercano se calcula según distancia desde el Puerto de Órzola a Puerto Calero por carretera, más la distancia del Puerto de Órzola al Puerto de Caleta del Sebo en barco, más la dista",644222,3239523,28,"13º 30' 55,701'' W","29º 16' 35,047'' N",Puerto Calero,http://www.caleromarinas.com/marinas/puerto-calero/,"63,62 km.",Hospital Doctor José Molina Orosa,"Crta. Arrecife - Tinajo km. 1,3 (Arrecife)",928595000,36 km.,Arena,Montaña,Sí,Espacios Naturales Protegidos / ZEC / ZEPA,-13.5154,29.2764,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=3061
-1733366.9231,3267178.9295,2913,Canarias,Las Palmas,Gran Canaria,35013,Moya,http://www.villademoya.es,2944,El Altillo, , ,La playa El Altillo situada en Moya es una playa de bolos de 120 metros de longitud.,120 metros,21 metros, ,Alto,Aislada,No, , ,Oleaje fuerte,No,No,No, ,No, ,No,No, ,No, ,A pie Fácil,Sí,No,GC-2,Sí,"Urbano, Línea 18",No, , ,No, ,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,443922,3113319,28,"15º 34' 16,015'' W","28º 08' 39,668'' N",Alcaravaneras, ,"14,4 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"21,5 km.",Bolos,Urbana,No, ,-15.5711,28.1443,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2944
-1732086.7489,3267507.1746,2914,Canarias,Las Palmas,Gran Canaria,35013,Moya,http://www.villademoya.es,2945,Boquini, , ,La playa Boquini situada en Moya es una playa de bolos de 480 metros de longitud.,480 metros,15 metros, ,Bajo,Aislada,No, , ,Oleaje fuerte,No,No,No, ,No, ,No,No, ,No, ,A pie Fácil,No,No,GC-3,Sí,"Urbano, Líneas 1, 2",No, , ,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,445053,3113602,28,"15º 33' 34,867'' W","28º 08' 49,073'' N",Alcaravaneras, ,"14,4 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"19,5 km.",Bolos,Semiurbana,No, ,-15.5596,28.1469,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2945
-1714164.3109,3253147.5836,2915,Canarias,Las Palmas,Gran Canaria,35016,Las Palmas de Gran Canaria,http://www.laspalmasgc.es,2946,Jinámar, , ,La playa Jinámar situada en costa de Jinámar haciendo frontera con Telde es una playa de arena de 975 metros de longitud.,975 metros,50 metros, ,Bajo,Aislada,No, ,Oscura,Ventosa / Oleaje moderado,No,No,No, , , ,No,No, , , ,A pie fácil / Coche, , ,GC-1,Sí,"Urbano, Líneas 1, 2",No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,460820,3100933,28,"15º 23' 55,145'' W","28º 01' 59,505'' N",Muelle de Taliarte,http://www.grancanaria.com/patronato_turismo/30246.0.html?id_puerto_deportivo=7&idioma=1&tipo_descripcion=2,"9,5 km.",Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,7 km.,Arena,Montaña,No, ,-15.3986,28.0331,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2946
-1712160.5601,3250549.845,2916,Canarias,Las Palmas,Gran Canaria,35026,Telde,http://www.telde.es,2947,El Barranquillo, , ,La playa El Barranquillo situada en Telde es una playa de arena de 140 metros de longitud.,140 metros,48 metros, ,Bajo,Semiurbana,No, ,Oscura,Aguas tranquilas,No,No,No, , , ,No,No, ,Sí, ,A pie fácil / Coche,No,No, ,Sí,"Urbano, Líneas 1, 2",Sí,No vigilado, ,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,462583,3098645,28,"15º 22' 50,182'' W","28º 00' 45,018'' N",Muelle de Taliarte,http://www.grancanaria.com/patronato_turismo/30246.0.html?id_puerto_deportivo=7&idioma=1&tipo_descripcion=2, ,Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,10 km.,Arena,Urbana,No, ,-15.3806,28.0125,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2947
-1711993.5809,3250310.2728,2917,Canarias,Las Palmas,Gran Canaria,35026,Telde,http://www.telde.es,2948,San Borondón, , ,La playa San Borondón situada en Telde es una playa de arena de 225 metros de longitud.,225 metros,30 metros, ,Bajo,Semiurbana,No, ,Oscura,Oleaje fuerte / Ventosa,No,No,No, , , ,No,Sí,Temporada estival,Sí, ,A pie fácil / Coche,No,No,GC-10,Sí,"Urbano, Líneas 1, 2",No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Emergencias (112).,462729,3098434,28,"15º 22' 45,106'' W","28º 00' 38,500'' N",Muelle de Taliarte,http://www.grancanaria.com/patronato_turismo/30246.0.html?id_puerto_deportivo=7&idioma=1&tipo_descripcion=2,"3,7 km.",Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,10 km.,Arena,Semiurbana,No, ,-15.3791,28.0106,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2948
