X,Y,OBJECTID,Comunidad_,Provincia,Isla,Código_IN,Término_M,Web_munici,Identifica,Nombre,Nombre_alt,Nombre_a_1,Descripci,Longitud,Anchura,Variación,Grado_ocup,Grado_urba,Paseo_mar,Tipo_paseo,Tipo_de_ar,Condicione,Zona_fonde,Nudismo,Vegetació,Vegetaci_1,Actuacione,Actuacio_1,Bandera_az,Auxilio_y_,Auxilio_y1,Señalizac,Señaliza_,Forma_de_a,Señaliza1,Acceso_dis,Carretera_,Autobús,Autobús_t,Aparcamien,Aparcami_1,Aparcami_2,Aseos,Lavapies,Duchas,Teléfonos,Papelera,Servicio_l,Alquiler_s,Alquiler_h,Alquiler_n,Oficina_tu,Establecim,Establec_1,Zona_infan,Zona_depor,Club_naút,Submarinis,Zona_Surf,Observacio,Coordenada,Coordena_1,Huso,Coordena_2,Coordena_3,Puerto_dep,Web_puerto,Distancia_,Hospital,Dirección,Teléfono_,Distancia1,Composici,Fachada_Li,Espacio_pr,Espacio__1,Coordena_4,Coordena_5,URL_MAGRAM
-1825762.1004,3279948.4931,717,Canarias,Santa Cruz de Tenerife,Tenerife,38020,Güímar,http://www.guimar.es,690,La Enramada, , ,"Esta playa se encuentra situada al lado de la carretera, y se accede a ella bajando unas escaleras en no muy buen estado. Presenta un fuerte oleaje, por lo que se deben tomar ciertas precauciones a la hora del baño.",170 metros,16 metros, ,Bajo,Semiurbana,No, ,Oscura,Oleaje fuerte,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No, ,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,362546,3125183,28,16° 24' 4.01'' W,28° 14' 43.63'' N,Puerto Deportivo Radazul,http://www.puertodeportivoradazul.com, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Arena / Grava,Montaña,Sí,Hábitats naturales de Interés Comunitario,-16.4011,28.2454,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=690
-1823825.1413,3284928.236,718,Canarias,Santa Cruz de Tenerife,Tenerife,38020,Güímar,http://www.guimar.es,691,Callao,Las Bajas, ,"Amplia playa cercana al puerto de Guímar, sin ningún tipo de equipamiento y poco utilizada por los bañistas.",1.490 metros,23 metros, ,Bajo,Semiurbana,No, , ,Oleaje fuerte,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil / Coche,Sí,No, ,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Emergencias (112).,364303,3129528,28,16° 23' 1.35'' W,28° 17' 05.33'' N,Puerto Deportivo Radazul,http://www.puertodeportivoradazul.com, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000,18 km.,Bolos / Grava,Montaña,Sí,Hábitats naturales de Interés Comunitario,-16.3837,28.2848,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=691
-1821498.564,3290162.7435,719,Canarias,Santa Cruz de Tenerife,Tenerife,38020,Güímar,http://www.guimar.es,693,El Socorro, , ,Playa de más de un kilómetro de longitud que presenta un fuerte oleaje y no es muy frecuentada por los bañistas.,1.010 metros,15 metros, ,Bajo,Semiurbana,No, , ,Oleaje fuerte,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No, ,Sí,Interurbano,No, , ,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,366405,3134092,28,16° 21' 46.38'' W,28° 19' 34.41'' N,Puerto Deportivo Radazul,http://www.puertodeportivoradazul.com, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Bolos / Grava,Urbana,Sí,Reserva Natural Especial,-16.3628,28.3262,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=693
-1861517.9209,3297094.6487,720,Canarias,Santa Cruz de Tenerife,Tenerife,38022,Icod de los Vinos,http://www.icoddelosvinos.es,694,El Monis, , ,"Enclavada en un paraje bastante degradado, esta playa no reúne muy buenas condiciones para el baño.",130 metros,42 metros, ,Medio,Semiurbana,No, ,Oscura,Oleaje fuerte,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie difícil,No,No,TF-42,Sí,Urbano,No, , ,No, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,331244,3140615,28,16° 43' 20.41'' W,28° 22' 51.87'' N,Puerto Deportivo de Garachico,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Garachico.html,"4,5 km.",Centro de Salud Icod de Los Vinos,Carretera General Icod-Garachico Cruce SM. Icod de los Vinos (Sta. Cruz de Tenerife),922815720,"1,5 km.",Arena / Bolos,Urbana,Sí,Hábitats naturales de Interés Comunitario,-16.7223,28.381,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=694
-1861684.9001,3296765.6818,721,Canarias,Santa Cruz de Tenerife,Tenerife,38022,Icod de los Vinos,http://www.icoddelosvinos.es,695,San Marcos, , ,"Recogida playa urbana, dotada de paseo marítimo y de otros variados servicios, lo que contribuye a la alta afluencia de público que presenta.",160 metros,40 metros, ,Alto,Urbana,Sí, ,Oscura,Oleaje moderado,No,No,No, , , ,No,Sí, ,Sí, ,A pie fácil,Sí,Sí,TF-42,Sí,Urbano,Sí, ,Menos de 50 plazas,Sí, ,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Emergencias (112).,331093,3140329,28,16° 43' 25.90'' W,28° 22' 42.39'' N,Puerto Deportivo de Garachico,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Garachico.html,"4,5 km.",Centro de Salud Icod de Los Vinos,Carretera General Icod-Garachico Cruce SM. Icod de los Vinos (Sta. Cruz de Tenerife),922815720,"1,5 km.",Arena,Urbana,No, ,-16.7238,28.3784,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=695
-1856297.0368,3298790.2214,722,Canarias,Santa Cruz de Tenerife,Tenerife,38018,La Guancha,http://www.aytolaguancha.com,696,Santo Domingo, , ,Se encuentra al final de una carretera que desciende el acantilado. No ofrece ningún tipo de servicio.,70 metros,17 metros, ,Bajo,Aislada,No, , ,Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No,TF-351,Sí,Urbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Problemas por desprendimientos. Pequeño embarcadero utilizado tradicionalmente por los pescadores de la zona. Emergencias (112).,335861,3142035,28,16° 40' 31.45'' W,28° 23' 40.14'' N,Garachico, ,14 km.,Centro de Salud La Guancha,Transversal Avenida Cristóbal Barrios s/n. La Guancha (Sta. Cruz de Tenerife),922829930,5 km.,Bolos / Grava,Acantilado,Sí,Acantilado,-16.6754,28.3944,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=696
-1815810.138,3321169.1124,723,Canarias,Santa Cruz de Tenerife,Tenerife,38023,San Cristóbal de La Laguna,http://www.aytolalaguna.com,697,Troche,Los Troches, ,Playa de bolos que no ofrece infraestructura alguna.,390 metros,25 metros, ,Bajo,Aislada,No, , ,Oleaje fuerte,No,Sí,Sí,en la playa, , ,No,No, ,No, ,A pie difícil,No,No, ,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,371711,3161171,28,"16º 18' 42,255'' W","28º 34' 16,314'' N",Puerto Deportivo de Santa Cruz de Tenerife,http://www.puertosdetenerife.org/index.php/es/tf-marinas, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Bolos / Grava,Montaña,Sí,LIC/ZEC/ZEPA/Hábitats Naturales de Interés Comunitario/Parque Rural/Reserva de la Biosfera,-16.3117,28.5711,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=697
-1816188.6242,3321156.4369,724,Canarias,Santa Cruz de Tenerife,Tenerife,38023,San Cristóbal de La Laguna,http://www.aytolalaguna.com,698,El Navío,Piedra el Navio, ,"Playa de fuerte oleaje que no ofrece ningún tipo de servicio, poco frecuentada por los bañistas.",350 metros,30 metros, ,Bajo,Aislada,No, ,Oscura,Oleaje fuerte,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie difícil,No,No, ,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,371378,3161164,28,"16º 18' 54,577'' W","28º 34' 15,707'' N",Puerto Deportivo de Santa Cruz de Tenerife,http://www.puertosdetenerife.org/index.php/es/tf-marinas, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Arena / Bolos / Grava,Montaña,Sí,Hábitats naturales de Interés Comunitario/Reserva de la Biosfera,-16.3151,28.571,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=698
-1867685.0207,3264351.3017,725,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,616,Las Galgas,Caleton de Las Galgas, ,Playa pequeña rodeada de altas edificaciones y con multitud de instalaciones hoteleras en los alrededores.,50 metros,20 metros, ,Bajo,Semiurbana,Sí, ,Dorada / Oscura,Oleaje moderado,No,No,Sí,en la playa, , ,No,Sí, ,Sí, ,A pie fácil,No,Sí, ,Sí,Interurbano (Línea 471),No, , ,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,325393,3111983,28,16° 46' 39.72'' W,28° 07' 18.930'' N,Puerto Colón,http://www.puertocolon.com/,11 km.,Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,"10,9 km.",Arena / Grava,Urbana,Sí,Hábitats naturales de Interés Comunitario,-16.7777,28.1219,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=616
-1867484.6456,3264073.6202,726,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,617,El Pinque, , ,"Playa de reducido tamaño enclavada en una zona altamente urbanizada, que presenta un crecimiento imparable.",45 metros,20 metros, ,Medio,Semiurbana,No, ,Oscura,Aguas tranquilas,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil,Sí,No, ,Sí,"Interurbano, Línea 472",No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,325567,3111737,28,16° 46' 33.40'' W,28° 07' 11.110'' N,Puerto Colón,http://www.puertocolon.com/,"10,5 km.",Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,"10,8 km.",Arena / Grava,Urbana,Sí,Hábitats naturales de Interés Comunitario,-16.7759,28.1197,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=617
-1867328.7983,3263909.5383,727,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,618,Las Salinas, , ,Playa pequeña situada en las inmediaciones de un gran complejo hotelero.,45 metros,20 metros, ,Bajo,Semiurbana,No, , ,Oleaje moderado,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil,No,No, ,Sí,Interurbano (Línea 471),No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,325702,3111591,28,"16º 46' 28,320'' W","28º 07' 06,512'' N",Puerto Colón,http://www.puertocolon.com/,10 km.,Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,"10,3 km.",Bolos / Roca,Semiurbana,Sí,Hábitats naturales de Interés Comunitario,-16.7745,28.1184,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=618
-1866660.8814,3263328.9568,728,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,619,El Puertito, , ,"Playa de arena, resguardada, por lo que disfruta de aguas tranquilas.",160 metros,12 metros, ,Medio,Semiurbana,Sí, ,Dorada,Aguas tranquilas,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil / Coche,Sí,Sí, ,Sí,Interurbano (Línea 471),No, , ,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Facilidades para el acceso de discapacitados. Emergencias (112).,326284,3111072,28,"16º 46' 06,792'' W","28º 06' 49,766'' N",Puerto Colón,http://www.puertocolon.com/,8 km.,Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,"10,7 km.",Arena,Semiurbana,No, ,-16.7685,28.1138,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=619
-1865814.8532,3262660.0568,729,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,620,Diego Hernández,Playa Blanca, ,"Agradable playa de aguas tranquilas y arena dorada a la que se suele acceder en barco, aunque el acceso a pie no es complicado.",200 metros,25 metros, ,Medio,Aislada,No, ,Dorada,Aguas tranquilas,No,Sí,Sí,en la playa, , ,No,No, ,No, ,A pie fácil / Barco,No,No, ,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,327022,3110474,28,16° 45' 39.54'' W,28° 06' 30.610'' N,Puerto Colón,http://www.puertocolon.com/,6 km.,Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,"6,7 km.",Arena,Montaña,Sí,Hábitats naturales de Interés Comunitario/Sitio de Interés Científico,-16.7609,28.1085,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=620
-1865503.1587,3262281.4489,730,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,621,Los Morteros, , ,Playa aislada y tranquila sin ningún tipo de equipamiento pero enclavada en un agradable entorno,60 metros,10 metros, ,Medio,Aislada,No, , ,Aguas tranquilas,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie difícil / Barco,No,No, ,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,327293,3110138,28,16° 45' 29.46'' W,28° 06' 19.910'' N,Puerto Colón,http://www.puertocolon.com/,6 km.,Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,6 km.,Bolos,Montaña,Sí,Sitio de Interés Científico,-16.7581,28.1055,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=621
-1865213.728,3261700.9372,731,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,622,La Caleta,La Calleja,Callao de La Calleta,"Playa de la población de La Caleta, que disfruta de aguas tranquilas propicias para el baño.",60 metros,20 metros, ,Medio,Semiurbana,Sí, , ,Aguas tranquilas,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No, ,Sí,"Interurbano, Línea 441",No, , ,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,327541,3109624,28,16° 45' 20.05'' W,28° 06' 03.310'' N,Puerto Colón,http://www.puertocolon.com/,"5,5 km.",Hospital Las Américas,"Urbanización Playa de las Américas, s/n (Arona)",922750022,8 km.,Bolos,Urbana,No, ,-16.7555,28.1009,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=622
-1863866.7621,3260464.2779,732,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,623,El Duque, , ,Playa rodeada de instalaciones hoteleras por lo que presenta una alta afluencia de visitantes. Ofrece todo tipo de servicios que hacen de esta playa una buena elección.,390 metros,60 metros, ,Alto,Urbana,Sí, ,Dorada,Aguas tranquilas,No,No,Sí,en la playa, , ,Sí,No, ,Sí, ,A pie fácil / Coche,Sí,Sí, ,Sí,"Interurbano, Línea 111, 343",Sí, ,Más de 100 plazas,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,328714,3108521,28,16° 44' 36.48'' W,28° 05' 28.120'' N,Puerto Colón,http://www.puertocolon.com/,"1,5 km.",Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,"3,5 km.",Arena,Urbana,No, ,-16.7434,28.0911,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=623
-1863221.1091,3259909.0799,733,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,624,Fañabé, , ,Playa muy visitada que ofrece todo tipo de servicios al público. Se encuentra en una zona altamente urbanizada.,600 metros,40 metros, ,Alto,Urbana,Sí, ,Dorada,Aguas tranquilas,No,No,No, , , ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,Sí, ,Sí,Interurbano (Línea 467),No, , ,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Emergencias (112).,329277,3108026,28,16° 44' 15.43'' W,28° 05' 12.310'' N,Puerto Colón,http://www.puertocolon.com/,1 km.,Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,"2,8 km.",Arena,Urbana,No, ,-16.7376,28.0867,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=624
-1865402.9711,3261801.894,734,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,629,El Varadero, , ,Pequeña cala de bolos y arena que no ofrece ningún tipo de servicios.,25 metros,8 metros, ,Bajo,Semiurbana,Sí, ,Dorada,Aguas tranquilas,No,No,No, , , ,No,No, ,No, ,A pie fácil,No,Sí, ,Sí,Interurbano (Líneas 467 y 448),No, , ,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,327375,3109715,28,16° 45' 26.03'' W,28° 06' 06.250'' N,Puerto Colón,http://www.puertocolon.com/, ,Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,"5,5 km.",Arena / Bolos / Grava,Urbana,No, ,-16.7572,28.1017,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=629
-1864835.2417,3261372.8329,735,Canarias,Santa Cruz de Tenerife,Tenerife,38001,Adeje,http://www.adeje.es,630,La Enramada,Callao de La Enramada, ,Amplia playa ubicada en una zona que está sometida a un continuo proceso de urbanización.,325 metros,18 metros, ,Medio,Semiurbana,Sí, ,Dorada / Oscura,Oleaje moderado,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil / Coche,Sí,Sí, ,Sí,Interurbano (Línea 467),Sí, ,Menos de 50 plazas,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,327871,3109331,28,16° 45' 7.90'' W,28° 05' 54.050'' N,Puerto Colón,http://www.puertocolon.com/, ,Hospital Quirónsalud Costa Adeje,Urbanización San Eugenio s/n (Adeje),922752626,"5,1 km.",Arena / Bolos / Grava,Urbana,Sí,ZEC. TENO - RASCA,-16.7521,28.0983,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=630
-1834567.4722,3261549.5035,736,Canarias,Santa Cruz de Tenerife,Tenerife,38005,Arico,http://www.ayuntamientodearico.com,631,El Río,Callao del Rio, ,Amplia playa en un paraje aislado que no ofrece ningún tipo de servicio. Presenta escasa afluencia de público.,720 metros,32 metros, ,Bajo,Aislada,No, ,Oscura,Oleaje moderado,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil / Coche,No,No, ,Sí,"Interurbano, Línea 115",No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,El entorno se encuentra bastante degradado por el abandono de los antiguos cultivos de tomateros y el vertido de escombros y basuras. Emergencias (112).,354588,3109132,28,16° 28' 49.02'' W,28° 05' 59.180'' N,Puerto Deportivo Marina San Miguel (Amarilla Golf & Marina),http://www.marinasanmiguel.com, ,Clínica San Eugenio,Urbanización San Eugenio (Adeje),922752626, ,Arena / Roca / Grava,Semiurbana,No, ,-16.4802,28.0997,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=631
-1833754.8399,3262483.3718,737,Canarias,Santa Cruz de Tenerife,Tenerife,38005,Arico,http://www.ayuntamientodearico.com,632,Callao Hondo, , ,"Playita de rocas y grava, tranquila y poco utilizada por los bañistas. Sin equipamientos.",400 metros,16 metros, ,Bajo,Semiurbana,No, , ,Oleaje moderado,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil,No,No, ,Sí,"Interurbano, Línea 115",No, , ,No, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,En las inmediaciones existe una zona acondicionada como camping de autocaravanas. Emergencias (112).,355315,3109943,28,16° 28' 22.47'' W,28° 06' 25.870'' N,Puerto Deportivo Marina San Miguel (Amarilla Golf & Marina),http://www.marinasanmiguel.com, ,Clínica San Eugenio,Urbanización San Eugenio (Adeje),922752626, ,Roca / Grava,Semiurbana,Sí,Hábitats naturales de Interés Comunitario,-16.4729,28.1071,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=632
-1833598.9926,3262697.9182,738,Canarias,Santa Cruz de Tenerife,Tenerife,38005,Arico,http://www.ayuntamientodearico.com,633,Tajao, , ,"Playita del pequeño pueblo de Tajao, resguardada por el pequeño muelle del puerto. No dispone de equipamientos.",50 metros,25 metros, ,Medio,Urbana,No, , ,Oleaje moderado / Ventosa,Sí,No,No, , , ,No,No, ,No, ,A pie fácil,No,No, ,Sí,"Interurbano, Línea 115",Sí, ,Menos de 50 plazas,No, ,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,355455,3110129,28,16° 28' 17.72'' W,28° 06' 31.980'' N,Puerto Deportivo Marina San Miguel (Amarilla Golf & Marina),http://www.marinasanmiguel.com, ,Clínica San Eugenio,Urbanización San Eugenio (Adeje),922752626, ,Grava,Urbana,No, ,-16.4715,28.1088,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=633
-1829958.8453,3267014.81,739,Canarias,Santa Cruz de Tenerife,Tenerife,38005,Arico,http://www.ayuntamientodearico.com,634,Los Abrigos, , ,"Playa cercana a la urbanización de Abades, de arena dorada y aguas tranquilas adecuadas para el baño.",250 metros,38 metros, ,Medio,Urbana,No, ,Dorada,Aguas tranquilas,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil / Coche,Sí,Sí, ,Sí,"Interurbano, Línea 115",Sí, ,Entre 50 y 100 plazas,No, ,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,358712,3113880,28,16° 26' 20.02'' W,28° 08' 35.120'' N,Puerto Deportivo Marina San Miguel (Amarilla Golf & Marina),http://www.marinasanmiguel.com, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000,42 km.,Arena,Semiurbana,Sí,Hábitats naturales de Interés Comunitario,-16.4388,28.143,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=634
-1829725.0743,3266976.9365,740,Canarias,Santa Cruz de Tenerife,Tenerife,38005,Arico,http://www.ayuntamientodearico.com,635,Cardones, , ,El agua limpia y cristalina de esta playa hace que las condiciones para el baño sean óptimas. Presenta un bajo nivel de ocupación.,120 metros,36 metros, ,Bajo,Aislada,No, ,Dorada,Aguas tranquilas,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil,No,No, ,Sí,"Interurbano, Línea 115",No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,358918,3113845,28,"16º 26' 12,390'' W","28º 08' 33,894'' N",Puerto Deportivo Radazul,http://www.puertodeportivoradazul.com, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000,42 km.,Arena,Montaña,Sí,Hábitats naturales de Interés Comunitario,-16.4367,28.1427,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=635
-1829324.3242,3267002.1855,741,Canarias,Santa Cruz de Tenerife,Tenerife,38005,Arico,http://www.ayuntamientodearico.com,636,Cueva de la Arena, , ,"Playa pequeña, aislada y de aguas cristalinas, que goza de una gran tranquilidad. Cercana al faro de Abona.",70 metros,24 metros, ,Bajo,Aislada,No, ,Dorada,Aguas tranquilas,No,Sí,Sí,en la playa, , ,No,No, ,No, ,A pie fácil,No,No, ,Sí,"Interurbano, Línea 115",No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,359272,3113863,28,"16º 25' 59,351'' W","28º 08' 34,745'' N",Puerto Deportivo Radazul,http://www.puertodeportivoradazul.com, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000,42 km.,Arena / Roca / Grava,Montaña,Sí,Hábitats naturales de Interés Comunitario,-16.4331,28.1429,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=636
