X,Y,OBJECTID,Comunidad_,Provincia,Isla,Código_IN,Término_M,Web_munici,Identifica,Nombre,Nombre_alt,Nombre_a_1,Descripci,Longitud,Anchura,Variación,Grado_ocup,Grado_urba,Paseo_mar,Tipo_paseo,Tipo_de_ar,Condicione,Zona_fonde,Nudismo,Vegetació,Vegetaci_1,Actuacione,Actuacio_1,Bandera_az,Auxilio_y_,Auxilio_y1,Señalizac,Señaliza_,Forma_de_a,Señaliza1,Acceso_dis,Carretera_,Autobús,Autobús_t,Aparcamien,Aparcami_1,Aparcami_2,Aseos,Lavapies,Duchas,Teléfonos,Papelera,Servicio_l,Alquiler_s,Alquiler_h,Alquiler_n,Oficina_tu,Establecim,Establec_1,Zona_infan,Zona_depor,Club_naút,Submarinis,Zona_Surf,Observacio,Coordenada,Coordena_1,Huso,Coordena_2,Coordena_3,Puerto_dep,Web_puerto,Distancia_,Hospital,Dirección,Teléfono_,Distancia1,Composici,Fachada_Li,Espacio_pr,Espacio__1,Coordena_4,Coordena_5,URL_MAGRAM,Longitud_num,Anchura_num,Distancia_Hosp_num,Fact_Paseo,Fact_Mar,Fact_Ocup,Fact_Urb,Fact_Bandera,Fact_Auxilio,Fact_Nudismo,Fact_Es_Arena,Fact_Dificultad_Acceso,Seguridad,Paradisiaca,Cluster_ID
-1862675.6436,3257019.8937,747,Canarias,Santa Cruz de Tenerife,Tenerife,38006,Arona,http://www.arona.org,642,Troya, , ,"Extensa playa del término de Arona, en una de las zonas turísticas por excelencia de la isla de Tenerife.",650 metros,20 metros, ,Alto,Urbana,Sí, ,Dorada,Aguas tranquilas,No,No,No, , , ,No,Sí, ,Sí, ,A pie fácil,Sí,Sí, ,Sí,"Interurbano, Línea 111, 343",No, , ,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Emergencias (112).,329722.0,3105481.0,28,16° 43' 57.81'' W,28° 03' 49.930'' N,Puerto Colón,http://www.puertocolon.com/,4 km.,Hospital Las Américas,"Urbanización Playa de las Américas, s/n (Arona)",922750022,"0,5 km.",Arena / Bolos / Grava,Urbana,No, ,-16.7327,28.0638,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=642,650.0,20.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9597881355932205,0.38999999999999996,0
-1862564.3241,3255657.5217,748,Canarias,Santa Cruz de Tenerife,Tenerife,38006,Arona,http://www.arona.org,643,El Camisón, , ,"Playa resguardada por los espigones que la rodean, y dotada con todo tipo de equipamientos que hacen que presente una elevada afluencia de bañistas.",375 metros,25 metros, ,Alto,Urbana,Sí, ,Dorada,Aguas tranquilas,No,No,Sí,en la playa, , ,Sí,Sí, ,Sí, ,A pie fácil,Sí,Sí, ,Sí," Interurbano, Línea 111, 343",No, , ,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,329804.0,3104283.0,28,"16º 43' 54,407'' W","28º 03' 11,112'' N",Puerto Colón,http://www.puertocolon.com/,"4,5 km.",Hospital Las Américas,"Urbanización Playa de las Américas, s/n (Arona)",922750022,"0,3 km.",Arena,Urbana,No, ,-16.7317,28.053,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=643,375.0,25.0,0.3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9723087787918296,0.37756410256410255,2
-1861785.0877,3255607.0662,749,Canarias,Santa Cruz de Tenerife,Tenerife,38006,Arona,http://www.arona.org,644,Las Vistas, , ,"Extensa playa dotada de todo tipo de servicios e instalaciones hosteleras, situada en una de las zonas más visitadas por el turismo.",850 metros,80 metros, ,Alto,Urbana,Sí, ,Dorada,Aguas tranquilas,No,No,Sí,en la playa, , ,Sí,Sí, ,Sí, ,A pie fácil,Sí,Sí, ,Sí,"Interurbano, Línea 111, 473",Sí, ,Más de 100 plazas,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,Emergencias (112).,330491.0,3104229.0,28,"16º 43' 29,220'' W","28º 03' 09,382'' N",Puerto Colón,http://www.puertocolon.com/,"4,5 km.",Hospital Las Américas,"Urbanización Playa de las Américas, s/n (Arona)",922750022,"1,5 km.",Arena,Urbana,No, ,-16.7247,28.0526,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=644,850.0,80.0,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9291079965232508,0.42025641025641025,2
-1860950.1915,3255316.9501,750,Canarias,Santa Cruz de Tenerife,Tenerife,38006,Arona,http://www.arona.org,645,Los Cristianos, , ,"Playa de un importante centro turístico, por lo que dispone de todo tipo de servicios y facilidades para sus usuarios.",345 metros,80 metros, ,Alto,Urbana,Sí, ,Dorada,Aguas tranquilas,Sí,No,No, , , ,No,Sí, ,Sí, ,A pie fácil,Sí,Sí, ,Sí,"Interurbano, Línea 111, 473",Sí, ,Más de 100 plazas,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,No,Emergencias (112).,331225.0,3103964.0,28,"16º 43' 01,956'' W","28º 03' 01,439'' N",Puerto Colón,http://www.puertocolon.com/,4 km.,Hospital Las Américas,"Urbanización Playa de las Américas, s/n (Arona)",922750022,"1,5 km.",Arena,Urbana,No, ,-16.7172,28.0503,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=645,345.0,80.0,1.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9550054324206867,0.3943589743589743,0
-1859491.9062,3252252.1903,751,Canarias,Santa Cruz de Tenerife,Tenerife,38006,Arona,http://www.arona.org,646,El Palmar, , ,"Esta playa está un tanto alejada de los centros turísticos de la zona, por lo que permite disfrutar de una cierta tranquilidad.",120 metros,10 metros, ,Alto,Semiurbana,No, ,Oscura,Aguas tranquilas,No,No,No, , , ,No,No, ,No, ,A pie fácil,No,No, ,Sí,"Interurbano, Línea 111, 343",No, , ,No, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,332475.0,3101253.0,28,16° 42' 15.05'' W,28° 01' 33.83'' N,Puerto Colón,http://www.puertocolon.com/,6 km.,Hospital Las Américas,"Urbanización Playa de las Américas, s/n (Arona)",922750022,3 km.,Arena / Grava,Urbana,No, ,-16.7041,28.026,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=646,120.0,10.0,3.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.6642416340721425,0.4844871794871795,0
-1859736.809,3250890.297,752,Canarias,Santa Cruz de Tenerife,Tenerife,38006,Arona,http://www.arona.org,647,El Callao, , ,Pequeña playa que presenta una escasa afluencia de público y no dispone de equipamiento alguno.,425 metros,30 metros, ,Bajo,Semiurbana,Sí, , ,Aguas tranquilas,No,Sí,Sí,en la playa, , ,No,No, ,No, ,A pie fácil,No,Sí, ,Sí,"Interurbano, Línea 111, 343",No, , ,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,332242.0,3100060.0,28,"16º 42' 22,971'' W","28º 00' 54,921'' N",Puerto Colón,http://www.puertocolon.com/,5 km.,Hospital Las Américas,"Urbanización Playa de las Américas, s/n (Arona)",922750022,2 km.,Bolos / Grava,Acantilado,Sí,Hábitats naturales de Interés Comunitario,-16.7063,28.0152,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=647,425.0,30.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.6423576705780096,0.7067948717948719,1
-1854950.0709,3250070.7048,753,Canarias,Santa Cruz de Tenerife,Tenerife,38006,Arona,http://www.arona.org,648,Los Enojados,Los Sajonados, ,Playa de arena oscura poco visitada por los bañistas y que no ofrece ningún servicio,80 metros,23 metros, ,Bajo,Semiurbana,No, ,Oscura,Aguas tranquilas,No,Sí,Sí,en la playa, , ,No,No, ,No, ,A pie fácil,No,No, ,Sí,"Interurbano, Línea 467",Sí, ,Menos de 50 plazas,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,336460.0,3099281.0,28,16° 39' 48.06'' W,28° 00' 31.38'' N,Puerto Deportivo Marina San Miguel (Amarilla Golf & Marina),http://www.marinasanmiguel.com, ,Clínica San Eugenio,Urbanización San Eugenio (Adeje),922752626, ,Arena,Montaña,Sí,Hábitats naturales de Interés Comunitario,-16.6633,28.0087,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=648,80.0,23.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.6632307692307693,0.7867692307692309,3
-1854593.8486,3250070.7048,754,Canarias,Santa Cruz de Tenerife,Tenerife,38006,Arona,http://www.arona.org,649,Las Galletas, , ,"Playa resguardada por el espigón del puerto de Las Galletas, por lo que disfruta de aguas tranquilas. Presenta un buen nivel de servicios.",320 metros,27 metros, ,Medio,Urbana,Sí, ,Oscura,Aguas tranquilas,Sí,No,No, , , ,No,No, ,Sí, ,A pie fácil / Coche,Sí,Sí, ,Sí,"Interurbano, Línea 470",Sí, ,Entre 50 y 100 plazas,Sí, ,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Emergencias (112).,336775.0,3099277.0,28,"16º 39' 36,438'' W","28º 00' 31,554'' N",Marina del Sur, , ,Clínica San Eugenio,Urbanización San Eugenio (Adeje),922752626, ,Arena / Grava,Urbana,No, ,-16.6601,28.0087,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=649,320.0,27.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.4745897435897436,0.5254102564102564,0
-1853636.5009,3250007.6613,755,Canarias,Santa Cruz de Tenerife,Tenerife,38006,Arona,http://www.arona.org,650,La Ballena, , ,Pequeña playa de arena oscura situada en el pueblo de Las Galletas. Dispone de Club Náutico y zona reservada para submarinismo,30 metros,30 metros, ,Bajo,Urbana,No, ,Oscura,Aguas tranquilas,No,No,No, , , ,No,No, ,No, ,A pie fácil,No,No, ,Sí,"Interurbano, Línea 470",No, , ,No, ,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,No,La playa se encuentra junto a un importante complejo turístico. Emergencias (112).,337620.0,3099210.0,28,16° 39' 5.50'' W,28° 00' 29.70'' N,Puerto Deportivo Marina San Miguel (Amarilla Golf & Marina),http://www.marinasanmiguel.com, ,Clínica San Eugenio,Urbanización San Eugenio (Adeje),922752626, ,Arena,Urbana,No, ,-16.6515,28.0082,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=650,30.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6884615384615386,0.6615384615384615,0
-1852189.3476,3250133.7486,756,Canarias,Santa Cruz de Tenerife,Tenerife,38035,San Miguel de Abona,http://www.sanmigueldeabona.es,651,Amarilla, , ,"Pequeña cala enclavada a los pies de una montaña, de cuyo color recibe su nombre. Presenta unas aguas limpias y cristalinas.",50 metros,8 metros, ,Bajo,Semiurbana,No, , ,Aguas tranquilas,No,No,No, , , ,No,No, ,No, ,A pie fácil,No,No, ,Sí,"Interurbano, Línea 470",Sí, ,Menos de 50 plazas,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,338900.0,3099303.0,28,16° 38' 18.73'' W,28° 00' 33.18'' N,Puerto Deportivo Marina San Miguel (Amarilla Golf & Marina),http://www.marinasanmiguel.com, ,Clínica San Eugenio,Urbanización San Eugenio (Adeje),922752626, ,Bolos,Montaña,Sí,Monumento Natural,-16.6385,28.0092,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=651,50.0,8.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6697692307692308,0.6802307692307693,1
-1876846.6148,3296411.4188,757,Canarias,Santa Cruz de Tenerife,Tenerife,38010,Buenavista del Norte,http://www.buenavistadelnorte.com,652,Los Barqueros,Puerto del Buen Jesús, ,"Playa que presenta un fuerte oleaje y que no ofrece ningún tipo de servicio,  por lo que es poco frecuentada por el público.",80 metros,19 metros, ,Bajo,Aislada,No, ,Oscura,Oleaje fuerte,Sí,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No, TF 445,Sí,Interurbano,Sí, ,Menos de 50 plazas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Problemas por desprendimientos. Playa cerrada por resolución del ayuntamiento. Emergencias (112).,317740.0,3140217.0,28,16° 51' 36.07'' W,28° 22' 32.41'' N,Garachico, ,7 km.,Centro de Salud Buenavista del Norte,"Avda. Daute, 29 (Buenavista del Norte)",922129162,3 km.,Arena / Bolos / Roca,Acantilado,Sí,Hábitats naturales de Interés Comunitario,-16.86,28.3756,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=652,80.0,19.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1382929161234246,0.6604358974358975,3
-1878071.1292,3295842.0871,758,Canarias,Santa Cruz de Tenerife,Tenerife,38010,Buenavista del Norte,http://www.buenavistadelnorte.com,653,Las Arenas, , ,"Playa característica por su microclima, que la protege de los vientos del noroeste, y por ser de arena desde Junio hasta Noviembre, para en invierno perderla convirtiéndose en una playa de bolos.",150 metros,50 metros, ,Alto,Aislada,Sí, ,Oscura,Oleaje fuerte,No,No,Sí,en la playa, , ,No,No, ,Sí, ,A pie fácil / Coche,Sí,Sí, TF 445,No, ,Sí, ,Más de 100 plazas,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Emergencias (112).,316655.0,3139735.0,28,"16º 52' 15,771'' W","28º 22' 16,024'' N",Garachico, ,7 km.,Centro de Salud Buenavista del Norte,"Avda. Daute, 29 (Buenavista del Norte)",922129162,3 km.,Arena / Bolos,Semiurbana,Sí,Hábitats naturales de Interés Comunitario,-16.871,28.3711,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=653,150.0,50.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.12436983920034768,0.3743589743589743,0
-1878416.2196,3295690.2694,759,Canarias,Santa Cruz de Tenerife,Tenerife,38010,Buenavista del Norte,http://www.buenavistadelnorte.com,654,Las Mujeres, , ,"Fuertes olas rompen contra las rocas que rodean esta playa, que se halla ubicada en una zona de cultivos.",100 metros,25 metros, ,Bajo,Aislada,Sí, ,Oscura,Oleaje fuerte,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil,Sí,No,TF 445,Sí,Interurbano,Sí, ,Menos de 50 plazas,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,316349.0,3139607.0,28,16° 52' 26.93'' W,28° 22' 11.89'' N,Garachico, ,8 km.,Centro de Salud Buenavista del Norte,"Avda. Daute, 29 (Buenavista del Norte)",922129162,3 km.,Arena / Grava,Semiurbana,No, ,-16.8741,28.3699,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=654,100.0,25.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3352672750977836,0.6634615384615384,3
-1879073.0046,3295487.8484,760,Canarias,Santa Cruz de Tenerife,Tenerife,38010,Buenavista del Norte,http://www.buenavistadelnorte.com,655,El Fraile, , ,"Las condiciones para el baño se complican por el fuerte oleaje y las rocas que presenta esta playa, que no es muy frecuentada por los bañistas.",420 metros,39 metros, ,Bajo,Aislada,Sí, ,Oscura,Oleaje fuerte,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil,Sí,No,TF-445,No, ,Sí, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Peatonal Camino de El Fraile, cerrado a parte de las coordenadas X(315777,12) Y (3139423,10). Señalización y delimitación de sectores restringidos al acceso. Emergencias (112).",315768.0,3139438.0,28,16° 52' 48.32'' W,28° 22' 6.03'' N,Garachico, ,10 km.,Centro de Salud Buenavista del Norte,"Avda. Daute, 29 (Buenavista del Norte)",922129162,4 km.,Arena / Bolos / Grava,Acantilado,No, ,-16.88,28.3683,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=655,420.0,39.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3137666232073012,0.6845384615384615,3
-1883503.5203,3292249.5284,761,Canarias,Santa Cruz de Tenerife,Tenerife,38010,Buenavista del Norte,http://www.buenavistadelnorte.com,656,La Ballenita, , ,Playa rústica de arena y grava con un grado de ocupación medio. Es una playa aislada que no tiene paseo marítimo.,30 metros,8 metros, ,Medio,Aislada,No, ,Oscura,Oleaje moderado,Sí,No,No, , , ,No,Sí,Temporada estival,No, ,A pie fácil / Coche,No,No,TF 445,Sí, ,Sí, ,Menos de 50 plazas,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Acceso restingido (solo autobús). Emergencias (112).,311821.0,3136663.0,28,16° 55' 11.63'' W,28° 20' 33.97'' N,Puerto Los Gigantes,http://www.losgigantesmarina.com/,13 km.,Centro de Salud Buenavista del Norte,"Avda. Daute, 29 (Buenavista del Norte)",922129162,10 km.,Arena / Grava,Montaña,Sí,ZEPA/Hábitats naturales de Interés Comunitario/Parque Rural,-16.9198,28.3427,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=656,30.0,8.0,10.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5915575836592786,0.6292051282051282,3
-1821932.71,3291971.2717,762,Canarias,Santa Cruz de Tenerife,Tenerife,38011,Candelaria,http://www.candelaria.es,659,La Viuda, , ,"Playa aledaña a un polígono industrial, enclavada en un entorno un tanto degradado. No dispone de infraestructuras.",250 metros,20 metros, ,Medio,Semiurbana,No, ,Oscura,Aguas tranquilas,No,No,Sí,en la playa, , ,No,Sí,Medios materiales,No, ,A pie fácil / Coche,No,Sí, ,Sí,Interurbano,Sí, , ,No, ,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Emergencias (112).,366040.0,3135681.0,28,16° 22' 0.34'' W,28° 20' 25.86'' N, , , ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000,20 km.,Arena / Grava,Urbana,No, ,-16.3667,28.3405,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=659,250.0,20.0,20.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.747038244241634,0.6444871794871795,0
-1822233.2726,3293463.8069,763,Canarias,Santa Cruz de Tenerife,Tenerife,38011,Candelaria,http://www.candelaria.es,660,Candelaria, , ,"Playa del bonito pueblo de Candelaria que suele ser bastante visitada por el público. Está formada por arena oscura, como la mayoría de las playas de la isla.",590 metros,24 metros, ,Alto,Urbana,Sí, ,Oscura,Oleaje fuerte,No,No,No, , , ,No,Sí,Medios materiales,Sí, ,A pie fácil / Coche,Sí,No, ,Sí,Interurbano,Sí, ,Más de 100 plazas,Sí, ,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Emergencias (112).,365791.0,3136991.0,28,16° 22' 9.96'' W,28° 21' 08.51'' N,La Galera,http://www.puertodeportivolagalera.com/index3.htm,"0,4 km.",Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Arena / Grava,Urbana,No, ,-16.3694,28.3523,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=660,590.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.4617435897435897,0.13825641025641028,0
-1821954.9739,3294450.489,764,Canarias,Santa Cruz de Tenerife,Tenerife,38011,Candelaria,http://www.candelaria.es,661,La Hornilla, , ,"Playa urbana, de arena oscura. Ofrece un nivel medio de equipamientos y es bastante frecuentada por los bañistas.",50 metros,22 metros, ,Medio,Urbana,Sí, ,Oscura,Oleaje fuerte,Sí,No,Sí,en la playa, , ,No,Sí,Medios materiales,Sí, ,A pie fácil / Coche,Sí,Sí, ,Sí,Interurbano,No, , ,No, ,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,Emergencias (112).,366045.0,3137853.0,28,16° 22' 1.04'' W,28° 21' 36.69'' N,La Galera,http://www.puertodeportivolagalera.com/index3.htm,50 km.,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Arena / Bolos,Urbana,No, ,-16.3669,28.3601,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=661,50.0,22.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.4901025641025641,0.2598974358974359,0
-1821331.5847,3295867.3902,765,Canarias,Santa Cruz de Tenerife,Tenerife,38011,Candelaria,http://www.candelaria.es,662,Punta Larga,Las Arenas, ,Extensa playa rodeada de edificaciones y de un agradable paseo marítimo. Posee un buen nivel de equipamientos,660 metros,15 metros, ,Medio,Urbana,Sí, ,Oscura,Oleaje moderado,No,No,No, , , ,No,Sí,Medios materiales y humanos,Sí, ,A pie fácil / Coche,Sí,Sí, ,Sí,Interurbano,Sí, , ,Sí, ,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Emergencias (112).,366608.0,3139087.0,28,16° 21' 40.77'' W,28° 22' 16.74'' N, , , ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Arena / Bolos / Grava,Urbana,No, ,-16.3613,28.3713,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=662,660.0,15.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.6111538461538462,0.41384615384615386,0
-1821231.3972,3296917.5116,766,Canarias,Santa Cruz de Tenerife,Tenerife,38011,Candelaria,http://www.candelaria.es,663,Las Caletillas, , ,Resguardada playa en un entorno altamente urbanizado pero agradable. Ofrece un bonito paseo marítimo para pasear.,60 metros,17 metros, ,Alto,Urbana,Sí, ,Oscura,Oleaje moderado,No,No,No, , , ,No,No, ,Sí, ,A pie fácil / Coche,Sí,Sí, ,Sí,Interurbano,Sí, , ,Sí, ,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Emergencias (112).,366707.0,3140006.0,28,16° 21' 37.78'' W,28° 22' 46.89'' N, , , ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Arena / Grava,Urbana,No, ,-16.3604,28.3796,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=663,60.0,17.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3412564102564103,0.23374358974358977,0
-1817891.8125,3299764.6399,767,Canarias,Santa Cruz de Tenerife,Tenerife,38032,El Rosario,http://www.ayuntamientoelrosario.org,664,Tabaiba, , ,Playa de reducidas dimensiones que disfruta de aguas tranquilas y de aceptables infraestructuras.,40 metros,15 metros, ,Alto,Urbana,Sí, ,Oscura,Aguas tranquilas,Sí,No,Sí,en la playa, , ,No,Sí,S.Santa y temporada estival,Sí, ,A pie fácil / Coche,Sí,No,TF-1,Sí,Interurbano,Sí, , ,No, ,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Emergencias (112).,369674.0,3142466.0,28,16° 19' 49.50'' W,28° 24' 07.72'' N, , , ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Arena / Grava,Urbana,Sí,Hábitats naturales de Interés Comunitario,-16.3304,28.4021,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=664,40.0,15.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.792948717948718,0.35705128205128206,0
-1816478.0549,3300055.7138,768,Canarias,Santa Cruz de Tenerife,Tenerife,38032,El Rosario,http://www.ayuntamientoelrosario.org,665,La Nea, , ,Playa aledaña al Puerto Deportivo de Radazul.,210 metros,25 metros, ,Medio,Semiurbana,Sí, ,Oscura,Oleaje moderado,Sí,No,Sí,en la playa, , ,No,Sí,S.Santa y temporada estival,Sí, ,A pie fácil / Coche,Sí,Sí, ,Sí,Interurbano,Sí, , ,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,No,No,Emergencias (112).,370921.0,3142707.0,28,"16º 19' 03,835'' W","28º 24' 16,122'' N",Puerto Deportivo Radazul,http://www.puertodeportivoradazul.com, ,Hospital Universitario Nuestra Señora de Candelaria,"Ctra. del Rosario, 145 (Santa Cruz de Tenerife)",922602000, ,Arena / Grava,Semiurbana,No, ,-16.3177,28.4044,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=665,210.0,25.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.6058974358974357,0.5191025641025641,0
