X,Y,OBJECTID,Comunidad_,Provincia,Isla,Código_IN,Término_M,Web_munici,Identifica,Nombre,Nombre_alt,Nombre_a_1,Descripci,Longitud,Anchura,Variación,Grado_ocup,Grado_urba,Paseo_mar,Tipo_paseo,Tipo_de_ar,Condicione,Zona_fonde,Nudismo,Vegetació,Vegetaci_1,Actuacione,Actuacio_1,Bandera_az,Auxilio_y_,Auxilio_y1,Señalizac,Señaliza_,Forma_de_a,Señaliza1,Acceso_dis,Carretera_,Autobús,Autobús_t,Aparcamien,Aparcami_1,Aparcami_2,Aseos,Lavapies,Duchas,Teléfonos,Papelera,Servicio_l,Alquiler_s,Alquiler_h,Alquiler_n,Oficina_tu,Establecim,Establec_1,Zona_infan,Zona_depor,Club_naút,Submarinis,Zona_Surf,Observacio,Coordenada,Coordena_1,Huso,Coordena_2,Coordena_3,Puerto_dep,Web_puerto,Distancia_,Hospital,Dirección,Teléfono_,Distancia1,Composici,Fachada_Li,Espacio_pr,Espacio__1,Coordena_4,Coordena_5,URL_MAGRAM,Longitud_num,Anchura_num,Distancia_Hosp_num,Fact_Paseo,Fact_Mar,Fact_Ocup,Fact_Urb,Fact_Bandera,Fact_Auxilio,Fact_Nudismo,Fact_Es_Arena,Fact_Dificultad_Acceso,Seguridad,Paradisiaca,Cluster_ID
-1753649.3343,3225405.1735,2858,Canarias,Las Palmas,Gran Canaria,35012,Mogán,http://www.mogan.es,2890,Taurito, , ,"Playa con oleaje y corrientes moderadas que exigen extremar las precauciones en el baño cuando hay mar de fondo. De arena negra, con numerosos servicios náutico-deportivos.",160 metros,72 metros, ,Alto,Urbana,Sí,Completo,Oscura,Oleaje moderado,Sí,No,No, ,Sí,Dispone de pasarelas y rampas,No,Sí,Medios humanos y materiales,Sí,Banderas,A pie fácil / Coche,Sí,Sí,GC-500,Sí,"Interurbano, Línea 1, 32, 33",Sí,No vigilado,Menos de 50 plazas,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,Emergencias (112).,425805.0,3076704.0,28,"15º 45' 12,169'' W","27º 48' 46,594'' N",Puerto de Mogán,http://www.puertodemogan.es,6 km.,San Roque,c/ Del Mar de Siberia s/n. Meloneras. San Bartolomé de Tirajana (G. Canaria),928063600,22 km.,Arena,Urbana,No, ,-15.7533,27.8129,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2890,160.0,72.0,22.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6084728378965668,0.2572051282051282,0
-1758703.2392,3231032.2411,2859,Canarias,Las Palmas,Gran Canaria,35012,Mogán,http://www.mogan.es,2893,Los Secos,El Cerillo, ,La playa Los Secos situada en Mogán es una playa compuesta de arena y grava de 260 metros de longitud.,260 metros,25 metros, ,Bajo,Aislada,No, ,Oscura,Aguas tranquilas,No,Sí,No, , , ,No,No, ,No, ,Barco, , , ,Sí,"Interurbano, Línea Telde",No, , ,No, ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No posible llegar por tierra. Emergencias (112).,421365.0,3081684.0,28,"15º 47' 55,334'' W","27º 51' 27,416'' N",Puerto de Mogán,http://www.puertodemogan.es, ,San Roque,c/ Del Mar de Siberia s/n. Meloneras. San Bartolomé de Tirajana (G. Canaria),928063600,101 km.,Arena / Grava,Montaña,No, ,-15.7987,27.8576,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2893,260.0,25.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3855367231638418,0.9216666666666666,3
-1735159.1669,3267494.5497,2860,Canarias,Las Palmas,Gran Canaria,35013,Moya,http://www.villademoya.es,2894,San Lorenzo, , ,La playa San Lorenzo situada en Moya es una playa de bolos de 920 metros de longitud. El oleaje en esta zona es bastante fuerte por lo que es recomendable tener precaución en el baño.,920 metros,35 metros, ,Bajo,Aislada,No, , ,Oleaje fuerte,No,No,No, ,No, ,No,No, ,Sí, ,A pie fácil / Coche,Sí,No,GC-2,Sí,"Interurbano, Línea 201, 202, (213)",Sí, , ,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,"La meseta costera, resquebrajada por los barrancos, se desploma poco antes del extremo marítimo, conformando el área de costa baja. En su borde se desarrolla la playa de San Lorenzo. Es una zona muy frecuentada por surferos. Emergencias (112).",442343.0,3113604.0,28,"15º 35' 14,136'' W","28º 08' 48,716'' N",Puerto de las Nieves,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Agaete.html,"17,9 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"22,2 km.",Bolos,Semiurbana,No, ,-15.5872,28.1468,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2894,920.0,35.0,22.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0817470664928292,0.6088461538461539,1
-1734402.1944,3267141.0556,2861,Canarias,Las Palmas,Gran Canaria,35013,Moya,http://www.villademoya.es,2895,Charco San Lorenzo, , ,"La playa Charco San Lorenzo situada en Moya es una playa de roca de 75 metros de longitud. La playa cuenta con servicios básicos como acceso para discapacitados, aseos o aparcamiento.",75 metros,10 metros, ,Alto,Aislada,Sí, , ,Oleaje fuerte,No,No,No, ,No, ,No,Sí,Temporada estival,Sí, ,A pie fácil / Coche,Sí,Sí,GC-2,Sí,"Interurbano, Línea 201, 202, (213)",Sí, , ,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,"Este charcón se halla situado en el confín oriental de la playa de ese nombre. Se trata de una piscina natural, por lo que las aguas son muy tranquilas incluso con marea alta. El pequeño paseo comienza y termina en los extremos de la piscina natural.",443009.0,3113290.0,28,"15º 34' 49,481'' W","28º 08' 38,585'' N",Puerto de las Nieves,http://www.puertoscanarios.es/Inicio/PuertosGestionados/Agaete.html,"17,9 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"22,2 km.",Roca,Semiurbana,No, ,-15.5804,28.144,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2895,75.0,10.0,22.2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4334137331594959,0.2571794871794872,1
-1713852.6164,3252945.7997,2862,Canarias,Las Palmas,Gran Canaria,35016,Las Palmas de Gran Canaria,http://www.laspalmasgc.es,2896,Boca Barranco, , ,La playa Boca Barranco es una playa de arena de 260 metros de longitud.,260 metros,10 metros, ,Bajo,Aislada,No, ,Oscura,Ventosa / Oleaje moderado,No,No,Sí, ,Sí,Protección de la flora,No,No, ,No, ,A pie fácil / Coche,No,No,GC-1,Sí,"Interurbano, Línea Telde",No, , ,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,461095.0,3100755.0,28,"15º 23' 44,920'' W","28º 01' 53,499'' N",Muelle de Taliarte,http://www.grancanaria.com/patronato_turismo/30246.0.html?id_puerto_deportivo=7&idioma=1&tipo_descripcion=2,7 km.,Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,7 km.,Arena,Montaña,Sí,ZEC,-15.3958,28.0315,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2896,260.0,10.0,7.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.20536723163841808,0.7291666666666666,3
-1718249.7362,3266913.8143,2863,Canarias,Las Palmas,Gran Canaria,35016,Las Palmas de Gran Canaria,http://www.laspalmasgc.es,2897,Las Canteras, , ,"La playa Las Canteras situada en Las Palmas de Gran Canaria es una playa de arena de 2250 metros de longitud. La playa cuenta con servicios básicos como acceso para discapacitados, aseos o aparcamiento.",2.250 metros,50 metros, ,Alto,Urbana,Sí, ,Dorada,Aguas tranquilas,Sí,No,No, , , ,Sí,Sí, ,Sí, ,A pie fácil / Coche, ,Sí,GC-1,Sí,"Interurbano, Línea Telde",Sí, , ,Sí, ,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,"Galardonada en 2014 con la ""Q"" de Calidad Turística. Emergencias (112).",457256.0,3113031.0,28,"15º 26' 07,421'' W","28º 08' 31,973'' N",Alcaravaneras, ,"2,5 km.",Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,7 km.,Arena,Urbana,No, ,-15.4353,28.1422,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2897,2.25,50.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7802518470230335,0.36678205128205127,2
-1718238.6043,3269123.2667,2864,Canarias,Las Palmas,Gran Canaria,35016,Las Palmas de Gran Canaria,http://www.laspalmasgc.es,2898,El Confital, , ,La playa El Confital situada en Las Palmas de Gran Canaria es una playa compuesta de arena y rocas de 180 metros de longitud.,180 metros,25 metros, ,Bajo,Aislada,No, ,Dorada,Oleaje fuerte,No,No,No, , , ,No, , , , ,A pie fácil / Coche, , ,GC-1,Sí,"Interurbano, Línea Telde",No, , ,No, ,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,Emergencias (112).,457273.0,3114970.0,28,"15º 26' 06,869'' W","28º 09' 34,954'' N",Alcaravaneras, ,4 km.,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,6 km.,Arena / Roca,Semiurbana,No, ,-15.4352,28.1597,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2898,180.0,25.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1298935245545415,0.6675641025641026,3
-1717559.5554,3265449.462,2865,Canarias,Las Palmas,Gran Canaria,35016,Las Palmas de Gran Canaria,http://www.laspalmasgc.es,2899,Alcavaneras, , ,La playa Alcavaneras situada en Las Palmas de Gran Canaria es una playa de arena de 550 metros de longitud.,550 metros,85 metros, ,Alto,Urbana,Sí,Completo,Dorada,Aguas tranquilas,Sí,No,No, , , ,No,Sí,Todo el año,Sí, ,A pie fácil / Coche,Sí,Sí,GC-1,Sí,Interurbano y urbano,Sí,No vigilado, ,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Existen instalaciones deportivas e infantiles. Emergencias (112).,457861.0,3111744.0,28,"15º 25' 45,074'' W","28º 07' 50,220'' N",Club Náutico y Muelle deportivo de Las Palmas de G.C.,http://www.palmasport.es,0 km.,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"2,5 km.",Arena,Urbana,No, ,-15.4291,28.1306,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2899,550.0,85.0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7424022164276403,0.4065384615384615,0
-1715934.2908,3258697.8177,2866,Canarias,Las Palmas,Gran Canaria,35016,Las Palmas de Gran Canaria,http://www.laspalmasgc.es,2900,San Cristóbal, , ,La playa San Cristobal situada en Las Palmas de Gran Canaria es una playa de bolos de 950 metros de longitud.,950 metros,28 metros, ,Bajo,Urbana,No, , ,Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No,GC-1,Sí,"Urbano, línea 12",No, , ,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,459274.0,3105813.0,28,"15º 24' 52,316'' W","28º 04' 37,673'' N",Club Náutico y Muelle deportivo de Las Palmas de G.C.,http://www.palmasport.es,6 km.,Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,3 km.,Bolos,Urbana,No, ,-15.4145,28.0771,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2900,950.0,28.0,3.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.29067753150804,0.48305128205128206,1
-1719841.605,3265499.9542,2867,Canarias,Las Palmas,Gran Canaria,35016,Las Palmas de Gran Canaria,http://www.laspalmasgc.es,2902,Los Muellitos, , ,La playa Los Muellitos situada en Las Palmas de Gran Canaria es una playa compuesta de arena y bolos de 70 metros de longitud.,70 metros,40 metros, ,Medio,Semiurbana,No, ,Oscura,Oleaje moderado,No,No,No, , , ,No, , , , ,A pie fácil / Coche, , ,GC-2,Sí,"Urbano, línea 17,25",No, , ,No, ,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Emergencias (112).,455848.0,3111796.0,28,"15º 26' 58,689'' W","28º 07' 51,608'' N",Alcaravaneras, ,2 km.,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"22,2 km.",Arena / Bolos,Semiurbana,No, ,-15.4496,28.131,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2902,70.0,40.0,22.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.29867014341590614,0.5169230769230769,3
-1719273.8756,3265588.3162,2868,Canarias,Las Palmas,Gran Canaria,35016,Las Palmas de Gran Canaria,http://www.laspalmasgc.es,2903,La Cicer, , ,La playa La Cicer situada en Las Palmas de Gran Canaria es una playa compuesta de arena y bolos de 520 metros de longitud.,520 metros,50 metros, ,Medio,Urbana,No, ,Oscura,Oleaje moderado,No,No,No, , , ,No,Sí, ,Sí, ,A pie fácil / Coche, , ,GC-2,Sí,"Urbano, línea 17,25",Sí, , ,No, ,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Emergencias (112).,456349.0,3111871.0,28,"15º 26' 40,407'' W","28º 07' 54,203'' N",Alcaravaneras, ,2 km.,Hospital Doctor NegrÍn,Barranco de La Ballena s/n (Las Palmas de Gran Canaria),928450000,"22,2 km.",Arena / Bolos,Urbana,No, ,-15.4445,28.1317,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2903,520.0,50.0,22.2,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5972598870056497,0.41833333333333333,0
-1719173.688,3223718.7634,2869,Canarias,Las Palmas,Gran Canaria,35019,San Bartolomé de Tirajana,http://www.maspalomas.com,2904,Boca las Castillas,Poblado El Romeral,Salinas del matorral,La playa Boca las Castillas situada en San Bartolomé de Tirajana es una playa de bolos de 1700 metros de longitud.,1.700 metros,20 metros, ,Bajo,Semiurbana,No, , ,Ventosa / Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No,GC-501,Sí,Líneas 8 y 52 Global,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,456303.0,3075071.0,28,"15º 26' 37,304'' W","27º 47' 58,226'' N",Puerto Deportivo Pasito Blanco,http://www.pasitoblanco.com,"22,4 km.",Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,36 km.,Bolos,Semiurbana,No, ,-15.4436,27.7995,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2904,1.7,20.0,36.0,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.22799191655801823,0.49425384615384615,1
-1722257.2379,3223127.3106,2870,Canarias,Las Palmas,Gran Canaria,35019,San Bartolomé de Tirajana,http://www.maspalomas.com,2905,Corral de Espino, , ,La playa Corral de Espino situada en San Bartolomé de Tirajana es una playa de arena de 1450 metros de longitud.,1.450 metros,20 metros, ,Bajo,Aislada,No, , ,Ventosa / Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No,GC-501,Sí,Línea 52 Global,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,453573.0,3074561.0,28,"15º 28' 17,040'' W","27º 47' 41,549'' N",Puerto Deportivo Pasito Blanco,http://www.pasitoblanco.com,20 km.,Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,36 km.,Bolos / Grava,Montaña,Sí,ZEC,-15.4713,27.7948,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2905,1.45,20.0,36.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20300473707083877,0.6192410256410257,1
-1724661.7389,3222586.2166,2871,Canarias,Las Palmas,Gran Canaria,35019,San Bartolomé de Tirajana,http://www.maspalomas.com,2906,El Cardón, , ,La playa El Cardón situada en San Bartolomé de Tirajana es una playa de arena de 1500 metros de longitud.,1.500 metros,27 metros, ,Bajo,Aislada,No, , ,Ventosa / Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No,GC-500,Sí,Línea 52 Global,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,451443.0,3074093.0,28,"15º 29' 34,554'' W","27º 47' 26,004'' N",Puerto Deportivo Pasito Blanco,http://www.pasitoblanco.com,16 km.,Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,38 km.,Bolos / Grava,Montaña,Sí,ZEC,-15.4929,27.7905,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2906,1.5,27.0,38.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1998213820078227,0.6215769230769231,1
-1726053.2325,3221554.4223,2872,Canarias,Las Palmas,Gran Canaria,35019,San Bartolomé de Tirajana,http://www.maspalomas.com,2907,Tarajalillo, , ,La playa Tarajalillo situada en San Bartolomé de Tirajana es una playa compuesta de arena y bolos de 2240 metros de longitud.,2.240 metros,30 metros, ,Medio,Semiurbana,No, ,Oscura,Ventosa / Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No,GC-500,Sí,Línea 52 Global,Sí, , ,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,450208.0,3073189.0,28,"15º 30' 19,621'' W","27º 46' 56,462'' N",Puerto Deportivo Pasito Blanco,http://www.pasitoblanco.com,"14,5 km.",Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,"41,5 km.",Arena / Bolos,Semiurbana,No, ,-15.5054,27.7823,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2907,2.24,30.0,41.5,0.0,0.75,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.22230038244241637,0.4476148717948718,3
-1728591.3169,3220774.3368,2873,Canarias,Las Palmas,Gran Canaria,35019,San Bartolomé de Tirajana,http://www.maspalomas.com,2908,El Águila, , ,La playa El Águila situada en San Bartolomé de Tirajana es una playa compuesta de arena y bolos de 430 metros de longitud.,430 metros,40 metros, ,Alto,Semiurbana,No, ,Oscura,Ventosa / Oleaje moderado,No,No,No, , , ,No,No, ,Sí, ,A pie fácil / Coche,Sí,No,GC-500,Sí,Línea 52 Global,Sí, , ,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,447959.0,3072512.0,28,"15º 31' 41,764'' W","27º 46' 34,056'' N",Puerto Deportivo Pasito Blanco,http://www.pasitoblanco.com,13 km.,Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,"41,5 km.",Arena / Bolos,Urbana,No, ,-15.5282,27.7761,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2908,430.0,40.0,41.5,0.0,0.75,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.19703063885267277,0.3228846153846153,3
-1729036.5949,3220371.7294,2874,Canarias,Las Palmas,Gran Canaria,35019,San Bartolomé de Tirajana,http://www.maspalomas.com,2909,El Besudo, , ,La playa El Besudo situada en San Bartolomé de Tirajana es una playa de arena de 170 metros de longitud.,170 metros,30 metros, ,Alto,Semiurbana,No, ,Oscura,Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie fácil,No,No,GC-500,Sí,Línea 52 Global,No, , ,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,447563.0,3072159.0,28,"15º 31' 56,031'' W","27º 46' 22,594'' N",Puerto Deportivo Pasito Blanco,http://www.pasitoblanco.com,"12,5 km.",Hospital Universitario Insular de Las Palmas,"Avda. Alcalde Díaz Saavedra Navarro, s/n (Las Palmas de Gran Canaria)",928444000,41 km.,Arena,Urbana,No, ,-15.5322,27.7729,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=2909,170.0,30.0,41.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.4889091699261192,0.3687179487179487,3
